domain_id,cath_class,architecture,topology,homology,n_residues,pdb_id
2db2A01,3,30,160,20,94,2db2
2dc1A02,3,30,360,10,101,2dc1
2dcfA03,1,20,58,710,104,2dcf
2dchX02,3,10,28,10,111,2dch
2dckA02,2,60,120,260,119,2dck
2ddhA02,2,40,110,10,133,2ddh
2ddxA00,3,20,20,80,324,2ddx
2ddzE00,3,30,930,10,190,2ddz
2de3A02,3,40,190,270,153,2de3
2derA02,2,30,30,280,69,2der
2derA03,2,40,30,10,87,2der
2dewX03,3,75,10,10,370,2dew
2dfdA02,3,90,110,10,167,2dfd
2dfjA00,3,60,21,10,267,2dfj
2dgmA02,3,40,640,10,294,2dgm
2dgmC03,3,90,1150,160,97,2dgm
2dgxA01,3,30,70,330,80,2dgx
2dhkA01,2,30,29,30,100,2dhk
2dirA01,3,30,2300,10,87,2dir
2dixA01,3,30,160,20,78,2dix
2dk1A00,2,20,70,10,50,2dk1
2dk5A01,1,10,10,10,66,2dk5
2dksA00,2,60,40,10,130,2dks
2dl0A01,1,10,150,50,59,2dl0
2dlaA02,3,30,200,260,54,2dla
2dleA01,2,60,40,10,86,2dle
2dmkA01,2,60,40,10,103,2dmk
2dmpA01,1,10,10,60,55,2dmp
2dneA00,2,40,50,100,108,2dne
2dnfA01,3,10,20,230,89,2dnf
2dnoA00,3,30,70,330,102,2dno
2dnxA00,1,20,58,70,130,2dnx
2do7A01,1,10,10,10,80,2do7
2dohX00,2,40,20,10,165,2doh
2dp9A01,2,30,130,30,100,2dp9
2dpoA02,1,10,1040,10,124,2dpo
2dqaA00,1,10,530,10,123,2dqa
2dqlA00,1,10,10,10,115,2dql
2druA01,2,60,40,10,103,2dru
2ds2D01,1,10,110,10,57,2ds2
2dskA00,3,20,20,80,300,2dsk
2dv6A02,2,60,40,420,309,2dv6
2dwcA01,3,40,50,20,130,2dwc
2dwcA03,3,30,470,20,219,2dwc
2dyiA01,2,40,30,60,84,2dyi
2dyoA02,1,10,246,190,60,2dyo
2dyuA01,3,60,110,10,294,2dyu
2dzkA01,3,10,20,90,77,2dzk
2dzmA01,3,10,20,90,72,2dzm
2dznF00,1,10,8,60,69,2dzn
2e0iD03,1,10,579,10,173,2e0i
2e0nB02,3,30,950,10,112,2e0n
2e11A00,3,60,110,10,265,2e11
2e12A00,2,30,30,720,93,2e12
2e1mA05,1,10,405,10,91,2e1m
2e1mC01,3,30,70,2100,68,2e1m
2e1mC02,1,10,10,1620,50,2e1m
2e1tA01,3,30,559,10,233,2e1t
2e26A01,2,60,120,260,209,2e26
2e2dC02,2,40,50,120,94,2e2d
2e3tB03,3,30,43,10,61,2e3t
2e3tB05,3,30,390,50,117,2e3t
2e4tA02,3,20,20,80,388,2e4t
2e4uA03,2,10,50,30,65,2e4u
2e52B01,3,40,91,70,224,2e52
2e5oA00,0,0,0,0,0,2e5o
2e5vA03,1,20,58,100,97,2e5v
2e5zA01,1,10,10,790,59,2e5z
2e63A00,2,60,120,920,170,2e63
2e67A00,3,20,20,370,263,2e67
2e6jA00,2,60,40,10,112,2e6j
2e7gA01,3,30,300,20,106,2e7g
2e84A02,3,90,10,10,112,2e84
2e8gA01,1,20,1440,150,124,2e8g
2e8oA01,1,10,150,50,62,2e8o
2e8yA01,2,60,40,2320,101,2e8y
2e8yA04,2,60,40,1180,90,2e8y
2e9qA02,2,60,120,10,163,2e9q
2e9wA01,2,60,40,10,84,2e9w
2e9wA02,2,60,40,10,91,2e9w
2e9xB01,3,40,5,50,66,2e9x
2e9xD02,3,40,5,60,60,2e9x
2eapA01,1,10,150,50,77,2eap
2ebbA00,3,30,1360,20,96,2ebb
2ebeA00,3,30,70,2290,106,2ebe
2ebfX04,3,40,50,11550,253,2ebf
2ec4A00,3,40,30,10,171,2ec4
2ed8A01,2,60,40,10,86,2ed8
2edmA00,2,60,40,2770,161,2edm
2eecA01,2,60,40,10,94,2eec
2eefA01,2,60,40,2440,127,2eef
2efeA01,1,10,246,120,81,2efe
2efpA02,3,30,70,920,98,2efp
2eg4A01,3,40,250,10,118,2eg4
2egvA01,2,40,240,20,66,2egv
2ehgA00,3,30,420,10,149,2ehg
2ei9A00,3,60,10,10,214,2ei9
2ejaA00,3,20,20,210,337,2eja
2ekiA00,3,10,20,30,93,2eki
2ekmA00,3,40,1520,10,160,2ekm
2eo2A00,1,10,8,770,71,2eo2
2ep8A01,3,40,50,10190,77,2ep8
2epkX01,3,30,160,230,80,2epk
2eq5A02,3,40,50,1860,101,2eq5
2ervA00,2,40,160,20,150,2erv
2esnA03,3,40,190,10,99,2esn
2etnB01,1,10,287,180,76,2etn
2ettA00,3,30,1520,10,128,2ett
2evrA01,2,30,30,40,74,2evr
2ewfA03,3,40,91,50,225,2ewf
2ewiA00,3,90,10,10,107,2ewi
2ewtA00,1,10,260,40,71,2ewt
2exrA02,3,30,465,10,128,2exr
2eyqA05,2,40,10,170,59,2eyq
2eyqA06,3,40,50,300,240,2eyq
2eyqA07,3,90,1150,50,147,2eyq
2eyzA03,2,30,30,40,91,2eyz
2f07B00,1,10,357,10,196,2f07
2f09A00,2,40,128,200,82,2f09
2f15A00,2,60,40,10,89,2f15
2f1fA02,3,30,70,1150,78,2f1f
2f1zB01,2,60,210,10,152,2f1z
2f2cA02,1,10,472,10,106,2f2c
2f2fA00,2,80,10,50,153,2f2f
2f2hA04,2,60,40,1180,109,2f2h
2f40A00,3,30,70,1750,74,2f40
2f48A03,1,10,10,480,75,2f48
2f5tX01,3,30,870,10,139,2f5t
2f5tX02,2,30,30,690,90,2f5t
2f66C00,1,10,287,660,65,2f66
2f8aB00,3,40,30,10,184,2f8a
2f93B00,1,10,287,470,51,2f93
2f99C00,3,10,450,50,140,2f99
2faoA01,3,90,920,10,282,2fao
2fb2B00,3,20,20,70,326,2fb2
2fboJ02,2,60,40,10,113,2fbo
2fd5A02,1,10,357,10,132,2fd5
2ff4A01,1,10,10,10,99,2ff4
2ff4A02,1,25,40,10,182,2ff4
2fg6C02,3,40,50,1370,152,2fg6
2fgyA03,3,30,1330,140,117,2fgy
2fgzA02,2,60,40,10,108,2fgz
2fhfA01,2,60,40,1110,130,2fhf
2fhzA00,3,30,190,30,106,2fhz
2fhzB00,3,30,2310,30,93,2fhz
2fi0A00,1,10,3910,10,79,2fi0
2fi1A02,1,10,150,240,64,2fi1
2fi7A00,1,25,40,10,223,2fi7
2fjcB00,1,20,1260,10,156,2fjc
2fji101,1,10,357,50,209,2fji
2fji102,1,10,357,70,190,2fji
2fjlA00,2,30,29,30,150,2fjl
2fjrB02,2,10,109,10,116,2fjr
2fkiA00,3,90,1150,30,118,2fki
2fm7A00,3,30,429,10,62,2fm7
2fmcA00,3,20,120,10,82,2fmc
2fmrA00,3,30,1370,10,65,2fmr
2fmyA01,2,60,120,10,136,2fmy
2fnaA02,1,10,8,60,76,2fna
2fnuB02,3,90,1150,10,129,2fnu
2fo8A00,2,60,40,2020,108,2fo8
2fokA03,3,40,91,30,175,2fok
2fomB01,2,40,10,120,68,2fom
2fonA04,1,20,140,10,129,2fon
2fp8B00,2,120,10,30,303,2fp8
2fphX01,3,30,1370,160,77,2fph
2fphX02,3,30,70,330,88,2fph
2fsdA00,2,60,40,2460,110,2fsd
2fsfB03,3,40,50,300,204,2fsf
2ft0A00,3,40,630,30,222,2ft0
2fukA00,3,40,50,1820,218,2fuk
2fuqA01,1,50,10,100,330,2fuq
2fwrA03,3,40,50,300,199,2fwr
2fyuI00,2,10,210,10,57,2fyu
2fz0A00,3,30,450,230,149,2fz0
2fz4A01,3,40,1170,30,57,2fz4
2fzfA01,1,20,1260,10,150,2fzf
2g0uA01,1,20,58,90,70,2g0u
2g16B00,2,40,155,10,163,2g16
2g18I00,3,40,1500,20,238,2g18
2g25A03,3,40,50,920,174,2g25
2g2bA01,1,10,238,10,139,2g2b
2g30A01,2,60,40,1150,117,2g30
2g36A02,1,10,240,10,107,2g36
2g47A01,3,30,830,10,241,2g47
2g5gX02,1,10,8,760,59,2g5g
2g7hA01,3,30,160,460,76,2g7h
2ga1A02,1,10,10,10,71,2ga1
2gaeA02,2,40,240,50,138,2gae
2gauA02,1,10,10,10,81,2gau
2gdgA00,3,30,429,10,114,2gdg
2gfpA00,1,20,1720,10,375,2gfp
2gfuA00,2,30,30,140,134,2gfu
2ggdA02,3,65,10,10,214,2ggd
2ggoA02,2,160,10,10,191,2ggo
2ggtB00,3,40,30,10,163,2ggt
2giyB00,2,60,40,10,178,2giy
2gj3A00,3,30,450,20,119,2gj3
2gjhA00,3,30,1070,20,57,2gjh
2gjuA00,3,60,21,10,252,2gju
2gjvA00,3,30,2000,10,136,2gjv
2gjxA02,3,20,20,80,364,2gjx
2gloA00,1,10,10,60,59,2glo
2gm8A00,1,20,910,10,217,2gm8
2gmwA00,3,40,50,1000,182,2gmw
2go7A02,1,10,150,240,67,2go7
2gomA00,1,10,10,1270,61,2gom
2gqcA01,3,30,70,2080,56,2gqc
2gruA02,1,20,1090,10,197,2gru
2gscE00,1,20,1440,60,112,2gsc
2gt1A01,3,40,50,2000,163,2gt1
2gt1A02,3,40,50,2000,160,2gt1
2gu3A01,3,10,450,40,65,2gu3
2gu3A02,3,10,450,40,63,2gu3
2gutA00,1,10,246,20,77,2gut
2guzA00,1,10,287,110,71,2guz
2gw4A00,3,30,1300,40,61,2gw4
2gw6A01,3,40,1350,10,116,2gw6
2gxaE01,1,10,10,510,73,2gxa
2gy5A01,2,60,40,10,99,2gy5
2gy5A02,2,60,40,10,90,2gy5
2gy5A03,2,170,300,10,135,2gy5
2gysA01,2,60,40,10,95,2gys
2gz4A00,1,10,3210,10,200,2gz4
2gzoA02,3,30,70,1300,89,2gzo
2h09A02,1,10,60,10,56,2h09
2h1cA00,3,40,50,1010,139,2h1c
2h21C01,3,90,1410,10,254,2h21
2h41A00,2,60,40,10,95,2h41
2h5fA00,2,10,60,10,75,2h5f
2h6oA01,2,60,40,2800,149,2h6o
2h6oA02,2,60,40,2810,155,2h6o
2h6oA03,2,60,40,2820,110,2h6o
2h6tA02,2,40,70,10,169,2h6t
2h7tA01,4,10,800,10,74,2h7t
2h85A01,3,30,160,820,65,2h85
2h85A02,3,40,50,11580,126,2h85
2h88A02,3,90,700,10,104,2h88
2h8gA00,3,40,50,1580,246,2h8g
2h8pC00,1,10,287,70,57,2h8p
2h9aA02,3,40,50,11600,126,2h9a
2hb0A01,2,60,40,2520,177,2hb0
2hbaA00,3,40,5,10,52,2hba
2hbpA00,2,30,30,700,66,2hbp
2hbvB00,3,20,20,140,330,2hbv
2hc8A00,2,70,150,10,113,2hc8
2hd0A01,1,20,1280,150,78,2hd0
2hd9A00,3,10,590,10,145,2hd9
2hdzA00,1,10,30,10,66,2hdz
2hekA01,1,10,3210,10,281,2hek
2hekA02,3,30,70,1370,88,2hek
2heoA00,1,10,10,10,59,2heo
2heqA01,2,30,30,40,54,2heq
2hetA02,1,10,238,10,93,2het
2hewF00,2,60,120,40,128,2hew
2hezA00,3,60,60,10,315,2hez
2hf5A00,1,10,238,10,68,2hf5
2hfvA01,3,30,70,790,77,2hfv
2hg6A00,3,90,1650,10,106,2hg6
2hg7A00,3,30,56,60,60,2hg7
2hgkA01,1,20,1440,40,105,2hgk
2hgsA04,3,40,50,1760,122,2hgs
2hh7A00,1,20,58,1000,85,2hh7
2hhiA01,3,30,565,40,118,2hhi
2hivA03,2,40,50,140,153,2hiv
2hjdA00,1,10,287,160,89,2hjd
2hjjA00,3,30,160,130,66,2hjj
2hjqA02,1,10,720,10,53,2hjq
2hkeA02,3,30,70,890,196,2hke
2hl0A01,3,50,80,10,139,2hl0
2hl7A00,1,10,8,640,82,2hl7
2hm8A00,1,25,40,180,136,2hm8
2hnlA02,1,20,1050,10,110,2hnl
2hnuA00,2,60,9,10,81,2hnu
2hoxA01,2,10,25,30,100,2hox
2hoxA03,3,90,1150,10,113,2hox
2hqsA01,3,40,50,10070,142,2hqs
2hqyA02,3,40,630,30,168,2hqy
2hraA02,1,20,1050,10,91,2hra
2hruA02,3,30,1330,10,136,2hru
2hs3A04,3,30,70,1670,96,2hs3
2hsnA01,3,40,30,170,53,2hsn
2hsnA02,1,20,1050,110,107,2hsn
2htfA00,3,40,50,10190,105,2htf
2hthB00,2,30,29,30,129,2hth
2htjA01,1,10,10,10,60,2htj
2hu9A02,1,10,10,1100,69,2hu9
2hvrA03,1,10,10,1810,87,2hvr
2hw0A00,3,40,1310,20,115,2hw0
2hy5B00,3,40,1260,10,132,2hy5
2hy7A02,3,40,50,2000,156,2hy7
2hyvA01,1,10,220,10,73,2hyv
2hz8A00,1,20,120,660,115,2hz8
2hzdA00,6,10,20,40,82,2hzd
2hzhA03,2,60,40,420,190,2hzh
2i00A03,3,30,1050,10,95,2i00
2i0kA02,3,30,465,10,126,2i0k
2i0rA01,2,130,10,10,344,2i0r
2i14A01,3,90,1170,20,106,2i14
2i1jA01,3,10,20,90,79,2i1j
2i1oA02,3,20,20,70,190,2i1o
2i2cA02,2,60,200,30,139,2i2c
2i4lA01,3,30,930,10,340,2i4l
2i54A02,3,30,1240,20,102,2i54
2i59A00,1,10,167,10,138,2i59
2i6hA02,1,25,40,10,96,2i6h
2i74A00,2,60,120,1020,180,2i74
2i87A03,3,30,1490,20,73,2i87
2ib0A01,1,20,1260,10,135,2ib0
2ib1A00,1,10,533,10,91,2ib1
2ic6A00,1,20,58,90,71,2ic6
2idaA01,3,30,40,10,88,2ida
2iecD00,3,30,1300,20,117,2iec
2if7B02,2,60,40,10,87,2if7
2ifsA00,2,30,29,30,169,2ifs
2ii2A02,1,10,220,10,58,2ii2
2ijd101,2,40,10,120,180,2ijd
2ikeA00,3,30,1640,30,54,2ike
2ilxA00,3,90,1740,10,219,2ilx
2in3A02,1,10,472,60,123,2in3
2incB00,1,10,620,20,322,2inc
2incC00,3,10,20,270,83,2inc
2io2C00,1,25,40,200,156,2io2
2ip2A01,1,10,10,10,84,2ip2
2ip6A00,1,20,1440,140,87,2ip6
2irvB00,1,20,1540,10,179,2irv
2issC00,3,20,20,70,280,2iss
2it1A03,2,40,50,140,61,2it1
2itaA01,1,20,5,920,56,2ita
2iumA00,2,60,90,30,211,2ium
2ivfB00,0,0,0,0,0,2ivf
2ivfC00,2,60,40,1190,214,2ivf
2ivgA01,1,10,260,40,88,2ivg
2ivxB01,1,10,472,10,140,2ivx
2ix0A02,2,40,50,640,73,2ix0
2ix7C00,1,20,5,190,58,2ix7
2ixoA02,1,20,120,1150,114,2ixo
2ixsA01,1,10,10,1820,156,2ixs
2iz1B01,3,40,50,720,183,2iz1
2izwC00,2,60,120,20,208,2izw
2j0jA02,1,20,80,10,122,2j0j
2j0wA02,1,20,120,1320,93,2j0w
2j22A00,2,60,120,260,137,2j22
2j3fD02,4,10,530,10,73,2j3f
2j3lA03,3,90,960,10,147,2j3l
2j48A00,3,40,50,2300,119,2j48
2j4bB00,1,25,40,500,133,2j4b
2j5uA03,2,40,10,350,80,2j5u
2j7aA02,1,20,140,10,124,2j7a
2j8gA03,2,20,120,10,58,2j8g
2j8iA01,2,160,20,80,102,2j8i
2j9lA02,3,10,580,20,92,2j9l
2ja2A04,1,10,8,70,52,2ja2
2ja4A00,3,10,250,10,101,2ja4
2ja9A01,2,40,50,140,83,2ja9
2jaeA03,1,20,1440,240,101,2jae
2jbrA03,1,20,140,10,185,2jbr
2jbvA03,1,10,1220,110,57,2jbv
2jekA00,1,25,40,380,140,2jek
2jfdA03,3,30,70,250,66,2jfd
2jfqA02,3,40,50,1860,114,2jfq
2jh1A01,3,90,640,70,108,2jh1
2jh3A03,3,30,1360,190,112,2jh3
2jh3A04,3,30,70,2320,78,2jh3
2ji7A03,3,40,50,970,212,2ji7
2jigA01,2,60,120,620,206,2jig
2jjqA01,2,40,50,140,57,2jjq
2jjsC00,2,60,40,10,115,2jjs
2jk8A01,1,10,3290,10,233,2jk8
2jkbA01,2,60,120,200,192,2jkb
2jliA00,3,40,1690,10,100,2jli
2jlqA02,3,40,50,300,160,2jlq
2jmcA00,2,30,30,40,77,2jmc
2jmpA01,3,30,300,20,87,2jmp
2jmrA00,2,60,40,1090,179,2jmr
2jmwA01,1,10,10,60,63,2jmw
2jn4A00,2,40,50,240,66,2jn4
2jn9A01,2,40,30,80,91,2jn9
2jneA00,2,10,290,10,71,2jne
2jnsA01,1,20,1270,220,81,2jns
2jo7A00,1,10,4170,10,224,2jo7
2jobA00,3,30,160,320,102,2job
2jodA01,4,10,1240,10,87,2jod
2joeA01,3,30,1830,10,128,2joe
2joiA00,3,30,310,190,96,2joi
2jokA01,1,10,4120,10,175,2jok
2jozA01,2,40,128,20,96,2joz
2jp7A00,1,10,8,10,57,2jp7
2jpeA00,2,60,200,20,132,2jpe
2jpfA01,1,20,58,960,87,2jpf
2jpiA00,3,30,310,50,96,2jpi
2jpnA00,1,20,1280,210,79,2jpn
2jq3A00,6,10,90,10,79,2jq3
2jqoA01,2,40,50,140,88,2jqo
2jqzA00,2,60,40,150,131,2jqz
2jr1A01,3,30,160,510,64,2jr1
2jrfA01,1,10,238,10,103,2jrf
2jroA01,3,30,1910,10,65,2jro
2jrrA01,2,60,260,40,53,2jrr
2jrxA00,1,10,3390,10,83,2jrx
2jsnA00,2,30,42,40,96,2jsn
2jspA01,1,10,10,1550,57,2jsp
2jswA00,1,20,1410,10,189,2jsw
2jt1A00,1,10,10,10,71,2jt1
2jtvA00,1,10,10,10,65,2jtv
2jugA01,1,10,10,1830,55,2jug
2jv4A00,2,20,70,10,53,2jv4
2jv8A00,3,30,1880,10,73,2jv8
2jvgA00,1,10,10,1270,72,2jvg
2jvlA01,1,10,260,40,85,2jvl
2jvuA00,2,60,40,2290,98,2jvu
2jwpA00,2,60,120,430,174,2jwp
2jx0A00,1,20,120,330,131,2jx0
2jxnA01,1,10,8,140,106,2jxn
2jxwA00,2,20,70,10,75,2jxw
2jyeA01,2,10,25,160,61,2jye
2jysA00,2,40,70,10,91,2jys
2jz6A01,2,30,170,40,50,2jz6
2jz7A00,3,30,1660,30,81,2jz7
2jzjA01,2,30,60,10,111,2jzj
2jzvA00,3,10,50,40,111,2jzv
2k0lA00,2,40,160,20,210,2k0l
2k0mA00,3,10,450,40,104,2k0m
2k0sA00,1,20,1520,10,130,2k0s
2k1oA00,1,10,1220,10,54,2k1o
2k2wA00,3,40,50,10980,111,2k2w
2k37A00,1,20,5,950,59,2k37
2k3dA00,3,10,450,130,87,2k3d
2k3nA00,1,10,274,60,160,2k3n
2k3oA00,1,10,274,60,129,2k3o
2k3pA01,1,10,10,1350,116,2k3p
2k49A00,2,30,29,80,118,2k49
2k4hA01,1,10,150,90,109,2k4h
2k4mA00,3,40,50,150,153,2k4m
2k4qA00,4,10,410,40,156,2k4q
2k4rA00,2,40,20,10,77,2k4r
2k4tA00,2,40,160,10,285,2k4t
2k4vA00,3,30,160,370,125,2k4v
2k54A00,3,10,450,50,123,2k54
2k57A00,2,30,30,100,55,2k57
2k5gA01,3,30,530,20,180,2k5g
2k5iA02,2,30,30,90,78,2k5i
2k5lA00,2,30,30,90,81,2k5l
2k5tA00,3,40,630,30,128,2k5t
2k60A01,1,10,238,180,73,2k60
2k6lA00,1,10,1220,10,51,2k6l
2k6pA00,3,10,290,10,84,2k6p
2k6wA01,2,60,40,1890,114,2k6w
2k85A00,1,10,10,440,65,2k85
2k86A00,1,10,10,10,103,2k86
2k88A00,1,20,5,620,60,2k88
2k8qA00,2,60,40,790,134,2k8q
2k9mA00,0,0,0,0,0,2k9m
2k9pA00,1,10,287,920,80,2k9p
2kanA01,3,10,20,90,73,2kan
2kbzA00,1,10,246,150,99,2kbz
2kc3A00,1,20,120,20,183,2kc3
2kcnA00,2,40,50,60,55,2kcn
2kcoA01,2,40,10,310,76,2kco
2kcqA00,3,40,140,10,153,2kcq
2kd1A00,1,10,150,130,118,2kd1
2kd2A01,2,40,128,180,84,2kd2
2kd3A00,2,10,90,10,97,2kd3
2kdbA00,3,10,20,90,77,2kdb
2kdcA00,1,10,3830,10,121,2kdc
2kdiA00,3,10,20,90,114,2kdi
2kdoA03,3,30,70,240,80,2kdo
2kdpA00,3,40,1800,30,71,2kdp
2kdwA00,3,90,79,10,164,2kdw
2kfdA00,1,10,10,440,65,2kfd
2kfuA01,2,60,200,20,93,2kfu
2kg2A00,2,30,42,10,124,2kg2
2kgsA01,3,40,1520,20,110,2kgs
2khcA00,3,30,70,330,118,2khc
2khiA00,2,40,50,140,95,2khi
2khmA01,1,10,10,1350,108,2khm
2kieA00,2,30,29,110,124,2kie
2kinA00,3,40,850,10,238,2kin
2kinB01,1,20,58,980,80,2kin
2kivA02,1,10,150,50,60,2kiv
2kiwA01,1,10,150,130,86,2kiw
2kj6A01,3,10,20,90,83,2kj6
2kj8A00,1,10,150,130,118,2kj8
2kjgA00,1,20,120,970,99,2kjg
2kjrA01,3,10,20,90,80,2kjr
2kjxA01,3,30,720,220,53,2kjx
2kjzA01,3,30,720,120,54,2kjz
2kk2A00,1,20,50,40,61,2kk2
2kk7A00,1,20,5,620,52,2kk7
2kkmA01,1,20,1440,170,125,2kkm
2kkuA00,2,30,130,30,139,2kku
2kkxA00,3,30,40,80,102,2kkx
2kl1A01,2,30,42,10,83,2kl1
2kl5A00,3,50,4,20,110,2kl5
2kl7A00,0,0,0,0,0,2kl7
2klnA00,3,30,750,24,124,2kln
2kloA00,1,10,10,1420,138,2klo
2klqA00,1,20,58,870,114,2klq
2kltA00,2,60,40,2030,156,2klt
2kmcA00,3,10,20,90,102,2kmc
2kmsA02,2,10,70,10,58,2kms
2kmuA00,1,10,10,1460,56,2kmu
2kmxA00,3,40,1110,10,185,2kmx
2knaA01,1,10,8,10,54,2kna
2knqA01,3,55,40,10,132,2knq
2knrA00,3,40,1530,20,118,2knr
2knyA00,0,0,0,0,0,2kny
2konA00,3,30,160,350,82,2kon
2kp6A00,1,10,10,1130,79,2kp6
2kp8A00,1,20,5,170,72,2kp8
2kpjA01,1,10,260,40,70,2kpj
2kptA00,3,10,310,50,148,2kpt
2kpyA01,3,30,30,10,53,2kpy
2kq1A01,2,170,120,30,93,2kq1
2kqrA01,3,30,1910,20,74,2kqr
2kr5A01,1,10,1200,10,76,2kr5
2kr6A01,1,10,472,100,106,2kr6
2kr7A02,2,40,10,330,57,2kr7
2kraA00,2,10,80,10,77,2kra
2krhA00,1,10,10,1540,85,2krh
2krtA01,3,10,450,270,103,2krt
2ksdA00,1,10,287,970,75,2ksd
2ksfA00,1,20,120,620,107,2ksf
2kslA00,1,10,2010,20,51,2ksl
2ksnA01,1,20,225,20,78,2ksn
2kssA01,2,30,30,630,63,2kss
2kt7A01,3,10,20,320,85,2kt7
2kt9A01,3,30,390,140,99,2kt9
2ktsA01,2,40,128,270,102,2kts
2ktyA02,1,10,510,10,226,2kty
2kuiA02,3,30,10,20,68,2kui
2kupA01,2,30,29,30,91,2kup
2kuqA00,2,30,29,30,153,2kuq
2kvrA00,0,0,0,0,0,2kvr
2kvsA00,1,10,150,260,80,2kvs
2kvtA00,3,30,730,30,71,2kvt
2kw3C00,6,10,290,30,62,2kw3
2kwbA00,2,170,150,10,183,2kwb
2kwhA00,1,20,58,90,56,2kwh
2kwpA00,3,30,1480,10,129,2kwp
2kx2A00,3,30,780,30,96,2kx2
2kx7A00,3,40,50,11620,111,2kx7
2kxsA00,2,60,220,30,146,2kxs
2kybA00,2,30,30,40,60,2kyb
2kyyA00,3,30,950,30,153,2kyy
2kyzA00,3,30,70,100,67,2kyz
2kz8A01,0,0,0,0,0,2kz8
2kzhA00,0,0,0,0,0,2kzh
2kznA00,2,170,150,20,147,2kzn
2kzsA00,1,10,8,810,94,2kzs
2kzvA01,3,30,420,610,73,2kzv
2l01A00,1,10,10,10,77,2l01
2l08A00,3,30,70,330,97,2l08
2l0bA00,3,30,40,10,91,2l0b
2l0cA00,2,40,50,660,97,2l0c
2l0dA00,2,60,40,10,114,2l0d
2l1aA00,3,10,20,530,107,2l1a
2l1iA00,3,30,70,2330,122,2l1i
2l1lB00,1,20,1440,250,127,2l1l
2l1nA00,1,10,418,90,120,2l1n
2l1sA00,3,10,450,160,83,2l1s
2l1tA00,2,30,110,70,109,2l1t
2l23A00,2,40,290,30,161,2l23
2l25A00,3,30,2000,20,141,2l25
2l35A00,1,10,287,770,63,2l35
2l3fA00,3,40,470,10,161,2l3f
2l3lA01,1,20,58,1250,106,2l3l
2l3yA00,1,20,1250,10,184,2l3y
2l4eA00,1,10,8,10,57,2l4e
2l55A00,2,40,50,320,82,2l55
2l5aA00,1,10,20,10,225,2l5a
2l66A00,2,10,260,10,53,2l66
2l6lA01,1,10,287,110,90,2l6l
2l6qA00,3,30,1580,10,62,2l6q
2l7eA00,2,60,40,1970,123,2l7e
2l7kA00,1,10,10,1850,76,2l7k
2l81A00,1,20,120,830,176,2l81
2l8tA00,0,0,0,0,0,2l8t
2l9bA00,1,25,40,630,91,2l9b
2l9fA00,1,10,1200,10,102,2l9f
2l9jA00,1,20,120,1350,119,2l9j
2l9wA00,3,30,70,330,108,2l9w
2la7A01,2,40,128,270,128,2la7
2lbfB01,1,10,10,1410,69,2lbf
2lc0A00,3,30,2320,60,132,2lc0
2lc3A00,1,10,720,80,88,2lc3
2lcjA00,2,170,16,10,185,2lcj
2lclA00,2,30,30,30,66,2lcl
2lcqA01,3,40,50,1010,123,2lcq
2lcuA01,1,20,910,20,185,2lcu
2ld7A00,6,10,160,20,94,2ld7
2lekA00,3,10,20,30,73,2lek
2lepA00,3,30,70,2350,63,2lep
2levA00,4,10,430,10,57,2lev
2lezA00,3,30,2450,10,120,2lez
2lf0A01,4,10,860,10,60,2lf0
2lf0A02,3,30,1370,150,60,2lf0
2lfeA00,2,60,40,2840,106,2lfe
2lfiA00,2,60,40,4300,122,2lfi
2lfvA00,3,30,70,1070,106,2lfv
2lg7A00,2,60,60,50,129,2lg7
2lgnA00,2,60,40,2850,66,2lgn
2lhfA00,2,40,160,20,178,2lhf
2lhrA00,1,20,58,1270,78,2lhr
2lioA00,3,30,530,20,136,2lio
2lisA00,1,20,150,10,131,2lis
2ljhA01,3,30,160,20,63,2ljh
2ljuA01,3,30,160,190,75,2lju
2lklA01,1,10,1900,40,72,2lkl
2lkmB00,1,10,274,30,172,2lkm
2lknA00,3,10,50,40,165,2lkn
2ll0A00,1,10,790,20,104,2ll0
2ll3A00,3,50,4,10,70,2ll3
2llvA00,1,10,260,100,71,2llv
2llzA01,3,30,70,2360,90,2llz
2lmcB00,2,40,50,100,61,2lmc
2lmeA00,3,30,1300,30,105,2lme
2lmkA00,1,20,50,60,57,2lmk
2lmlA00,1,10,1200,10,87,2lml
2ln3A00,3,30,110,140,83,2ln3
2looA02,1,10,10,1740,75,2loo
2loqA01,6,10,110,10,84,2loq
2lorA00,1,10,3350,20,108,2lor
2losA00,1,10,10,1740,112,2los
2lp7A00,1,10,287,210,59,2lp7
2lpeA02,1,10,150,50,71,2lpe
2lpuA00,3,30,1460,50,148,2lpu
2lq3A01,1,10,1660,80,75,2lq3
2lqgA00,1,20,120,230,138,2lqg
2lqjA00,3,30,70,260,94,2lqj
2lqoA00,3,40,30,10,88,2lqo
2lqvA00,3,10,450,300,99,2lqv
2lr4A00,2,60,40,2870,128,2lr4
2lrdA00,1,10,10,1840,61,2lrd
2lrrA00,3,30,1370,50,70,2lrr
2lruA00,3,10,20,90,98,2lru
2ls0101,2,40,50,670,114,2ls0
2ls6A00,2,60,120,260,164,2ls6
2lsmA00,3,40,5,70,61,2lsm
2lt4A00,2,40,10,170,71,2lt4
2lt5A00,0,0,0,0,0,2lt5
2ltbA00,2,30,180,10,135,2ltb
2ltfA00,0,0,0,0,0,2ltf
2ltsA00,3,30,160,20,86,2lts
2ltuA00,1,10,8,10,62,2ltu
